번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
281,66900,디에이피,32602,전자부품 제조업,"22,744,503","11,372,251,500",500,원(KRW),031-677-0005,경기 안성시 미양면 보체리 404-1 ,1410
282,127120,디엔에이링크,137001,자연과학 및 공학 연구개발업,"13,118,549","6,559,274,500",500,원(KRW),02-3153-1500,서울특별시 서대문구 이화여대길 52 이화여자대학교 산학협력관2층 디엔에이링크,1410
283,92070,디엔에프,32004,기타 화학제품 제조업,"10,761,828","5,380,914,000",500,원(KRW),042-932-7939,대전광역시 대덕구  대화로132번길 142 디엔에프 ,1410
284,134580,디엠티,32604,통신 및 방송 장비 제조업,"11,250,000","5,625,000,000",500,원(KRW),02-3400-4600,"서울특별시 강남구 언주로 726 14층(논현동, 두산빌딩)",1410
285,39840,디오,32701,의료용 기기 제조업,"15,523,602","7,761,801,000",500,원(KRW),051-745-7777,부산광역시 해운대구 센텀서로 66 ,1410
286,196450,디오스텍,32703,사진장비 및 광학기기 제조업,"144,000,969","28,800,193,800",200,원(KRW),031-8006-0030,경기도 용인시 처인구 남사면 당하로 113-12 ,1410
287,104460,디와이피엔에프,32901,일반 목적용 기계 제조업,"10,713,625","5,356,812,500",500,원(KRW),02-2106-8000,"서울특별시 금천구  가산디지털1로 88 IT프리미어타워 17층, 18층",1410
288,79810,디이엔티,32902,특수 목적용 기계 제조업,"12,602,948","6,301,474,000",500,원(KRW),031-831-4300,경기도 오산시 가장산업서북로 40-56 -,1410
289,227100,디자인,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2,660,910","1,330,455,000",500,원(KRW),02-868-0246,서울특별시 강남구 도산대로37길 17 스페이스엘빌딩 건물일체 ,1410
290,113810,디젠스,33003,자동차 신품 부품 제조업,"32,628,051","16,314,025,500",500,원(KRW),041-906-2100,경기도 시흥시 공단1대로27번길 38 (정왕동) ,1410
291,43360,디지아이,32603,컴퓨터 및 주변장치 제조업,"9,000,000","4,500,000,000",500,원(KRW),031-820-8900,경기도 양주시 청담로 52 (주)디지아이 ,1410
292,197140,디지캡,105802,소프트웨어 개발 및 공급업,"7,409,323","3,704,661,500",500,원(KRW),02-3477-2101,서울특별시 강서구 마곡중앙8로7길 11 &nbsp,1410
293,106520,디지탈옵틱,32703,사진장비 및 광학기기 제조업,"91,462,617","45,731,308,500",500,원(KRW),02-538-5370,경기도 화성시 동탄면 동탄산단2길 47 4층,1410
294,68930,디지털대성,168505,일반 교습 학원,"22,625,223","11,312,611,500",500,원(KRW),(02)2104-8600,서울특별시 서초구  방배로 181 단우빌딩  ,1410
295,33130,디지틀조선,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","37,115,267","18,557,633,500",500,원(KRW),02-3701-2821,서울특별시 중구  세종대로21길 52 (태평로1가) ,1410
296,33310,디케이디앤아이,32509,기타 금속 가공제품 제조업,"21,972,411","10,986,205,500",500,원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,1410
297,105740,디케이락,32901,일반 목적용 기계 제조업,"8,449,912","4,224,956,000",500,원(KRW),055-338-0114,경상남도 김해시 주촌면 골든루트로129번길 7 ,1410
298,263020,디케이앤디,32202,플라스틱제품 제조업,"7,763,202","3,881,601,000",500,원(KRW),031-491-6633,경기도 안산시 단원구 별망로 345 ,1410
299,290550,디케이티,32602,전자부품 제조업,"8,231,333","4,115,666,500",500,원(KRW),070-4324-3293,인천광역시 부평구 안남로418번길 10 5층 ,1410
300,187220,디티앤씨,137209,기타 과학기술 서비스업,"10,951,507","5,475,753,500",500,원(KRW),031-329-3411,경기도 용인시 처인구 유림로154번길 42 ,1410
301,131180,딜리,32603,컴퓨터 및 주변장치 제조업,"29,350,000","2,935,000,000",100,원(KRW),031-860-5500,경기도 동두천시 강변로702번길 30 ,1410
302,317120,라닉스,32601,반도체 제조업,"9,435,500","4,794,670,000",500,원(KRW),02-584-5516,"서울특별시 강남구 남부순환로 2645, 3층(도곡동, 한독빌딩) ",1410
303,42510,라온시큐어,105802,소프트웨어 개발 및 공급업,"31,809,612","15,904,806,000",500,원(KRW),02-561-4545,"서울특별시 강남구 테헤란로 145 역삼동, 우신빌딩 11, 12, 13층 ",1410
304,300120,라온피플,105802,소프트웨어 개발 및 공급업,"10,328,456","5,164,228,000",500,원(KRW),1899-3058,경기도 성남시 분당구 판교로 723 분당테크노파크B동 402-1호 &nbsp,1410
305,36170,라이브파이낸셜,32601,반도체 제조업,"39,116,090","39,116,090,000","1,000",원(KRW),031 -205 -5300,경기도 수원시 영통구 신원로 170 (신동) ,1410
306,50120,라이브플렉스,74604,생활용품 도매업,"83,088,255","42,815,711,000",500,원(KRW),02-3446-4875,서울특별시 강남구 언주로 702 8층 (논현동),1410
307,171120,라이온켐텍,32004,기타 화학제품 제조업,"18,893,576","9,446,788,000",500,원(KRW),042-930-3300,대전 대덕구 문평동 41-5 ,1410
308,69540,라이트론,32604,통신 및 방송 장비 제조업,"18,553,773","9,276,886,500",500,원(KRW),(042)930-7700,대전광역시 대덕구  문평동로 68 (주)빛과전자 ,1410
309,214260,라파스,32004,기타 화학제품 제조업,"8,343,416","4,171,708,000",500,원(KRW),02-392-3011,서울특별시 강서구 마곡중앙8로1길 62 라파스 &nbsp;,1410
310,171010,램테크놀러지,32001,기초 화학물질 제조업,"11,606,968","5,803,484,000",500,원(KRW),031-323-1119,경기도 용인시 처인구  양지면 주북로 285 ,1410
311,84650,랩지노믹스,137001,자연과학 및 공학 연구개발업,"11,143,923","5,571,961,500",500,원(KRW),031-628-0702,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 ,1410
312,217500,러셀,32902,특수 목적용 기계 제조업,"31,812,000","3,181,200,000",100,원(KRW),043-532-8818,충청북도 청주시 흥덕구 옥산면 옥산산단로 36 (호죽리),1410
313,33600,럭슬,33003,자동차 신품 부품 제조업,"40,828,103","20,414,051,500",500,원(KRW),031 -660 -9900,경기도 평택시  산단로 255 ,1410
314,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,"10,770,101","5,385,050,500",500,원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),1410
315,60300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","57,637,698","28,818,849,000",500,원(KRW),031-5171-3800,경기도 광주시 초월읍 현산로 343 - ,1410
316,38390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,"8,589,480","4,294,740,000",500,원(KRW),02-2001-4500,서울특별시 중구 을지로 100파인에비뉴 B동 19층 ,1410
317,294140,레몬,32005,화학섬유 제조업,"34,500,000","17,250,000,000",500,원(KRW),054-470-8800,경상북도 구미시 산동면 산호대로 1105-65 ,1410
318,228670,레이,32701,의료용 기기 제조업,"6,653,267","3,326,633,500",500,원(KRW),031-605-1000,경기도 화성시 삼성1로 332-7 ,1410
319,228850,레이언스,32701,의료용 기기 제조업,"16,591,014","8,295,507,000",500,원(KRW),031-8015-6277,경기도 화성시 삼성1로1길 14 &nbsp,1410
320,281740,레이크머티리얼즈,32004,기타 화학제품 제조업,"65,730,548","6,573,054,800",100,원(KRW),044-414-9400,세종특별자치시  전의면 산단길 22-144 -,1410
321,238120,로고스바이오,32703,사진장비 및 광학기기 제조업,"3,594,724","1,797,362,000",500,원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",1410
322,215100,로보로보,32809,기타 전기장비 제조업,"17,798,454","1,779,845,400",100,원(KRW),02-909-5050,서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동),1410
323,90360,로보스타,32902,특수 목적용 기계 제조업,"9,750,000","4,875,000,000",500,원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,1410
324,108490,로보티즈,32902,특수 목적용 기계 제조업,"11,251,000","5,625,500,000",500,원(KRW),070-8671-2600,서울특별시 강서구 마곡중앙5로1길 37 &nbsp,1410
325,900260,로스웰,116409,기타 금융업,"141,781,250","43,617,265,221",0,중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong ",1410
326,67730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000",500,원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,1410
327,71280,로체시스템즈,32902,특수 목적용 기계 제조업,"15,296,603","7,648,301,500",500,원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),1410
328,38060,루멘스,32601,반도체 제조업,"47,718,750","23,859,375,000",500,원(KRW),031-8033-2000,경기도 용인시 기흥구 원고매로 12 ,1410
329,82800,루미마이크로,32601,반도체 제조업,"130,089,861","65,044,930,500",500,원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,1410
330,85370,루트로닉,32701,의료용 기기 제조업,"25,608,785","13,172,752,000",500,원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,1410
331,60240,룽투코리아,105802,소프트웨어 개발 및 공급업,"25,429,284","13,064,642,000",500,원(KRW),031-8068-6602,"경기도 안양시 동안구 부림로 170 41-13(관양동 1736-1), 4층 ",1410
332,58470,리노공업,32602,전자부품 제조업,"15,242,370","7,621,185,000",500,원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10 ,1410
333,39980,리노스,74704,"섬유, 의복, 신발 및 가죽제품 소매업","41,540,606","20,770,303,000",500,원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,1410
334,19570,리더스 기술투자,116402,신탁업 및 집합투자업,"77,634,480","38,817,240,000",500,원(KRW),02-2051-9640,"서울특별시 강남구 테헤란로4길 14 미림타워 13층(역삼동,미림타워) ",1410
335,16100,리더스코스메틱,32004,기타 화학제품 제조업,"18,187,414","9,093,707,000",500,원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,1410
336,12700,리드코프,74607,기타 전문 도매업,"26,446,135","13,777,741,000",500,원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,1410
337,302550,리메드,32701,의료용 기기 제조업,"5,965,646","2,982,823,000",500,원(KRW),042-934-5560,대전광역시 유성구 테크노2로 187 미건테크노월드2차 301호~303호,1410
338,277070,린드먼아시아,116402,신탁업 및 집합투자업,"13,500,000","6,750,000,000",500,원(KRW),070-7019-4006,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp",1410
339,42500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,216,878","7,608,439,000",500,원(KRW),02-6675-1251,"서울특별시 구로구 디지털로33길 27 409호 (구로동, 삼성IT밸리 4층) ",1410
340,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000",100,원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp",1410
341,195500,마니커에프앤지,31001,"도축, 육류 가공 및 저장 처리업","10,768,000","5,384,000,000",500,원(KRW),031-899-1114,경기도 용인시 처인구 이동면 백옥대로144번길 36-2 &nbsp,1410
342,305090,마이크로디지탈,32701,의료용 기기 제조업,"3,630,800","1,815,400,000",500,원(KRW),031-701-2225,경기도 성남시 분당구 판교로228번길 15 제윈스동 701호,1410
343,98120,마이크로컨텍솔,32602,전자부품 제조업,"8,312,766","4,156,383,000",500,원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,1410
344,227950,마이크로텍,32902,특수 목적용 기계 제조업,"39,896,331","3,989,633,100",100,원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,1410
345,147760,마이크로프랜드,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000",500,원(KRW),02-944-6400,"서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크) ",1410
346,38290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,611,654","5,305,827,000",500,원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,1410
347,267980,매일유업,31005,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000",500,원(KRW),02-2117-2113,서울특별시 종로구 종로1길 50 &nbsp,1410
348,5990,매일홀딩스,31005,낙농제품 및 식용빙과류 제조업,"13,718,304","6,859,152,000",500,원(KRW),02-2127-2113,서울시 종로구 종로1길 50 더케이트윈타워A동 ,1410
349,127160,매직마이크로,32602,전자부품 제조업,"61,490,323","6,149,032,300",100,원(KRW),070-8680-3792,경기도 안산시 단원구 성곡로 208 다동 5호,1410
350,93520,매커스,74605,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000",500,원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,1410
351,141070,맥스로텍,32902,특수 목적용 기계 제조업,"31,621,050","15,810,525,000",500,원(KRW),053-584-6540,대구광역시 달서구 성서로71길 40 - ,1410
352,100590,머큐리,32604,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000",500,원(KRW),032-580-3114,인천광역시 서구 가재울로 90 ,1410
353,67280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500",500,원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,1410
354,72870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500",500,원(KRW),02-6984-6814,"서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터) ",1410
355,215200,메가스터디교육,168505,일반 교습 학원,"11,821,880","1,182,188,000",100,원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,1410
356,133750,메가엠디,168505,일반 교습 학원,"23,097,077","11,548,538,500",500,원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,1410
357,235980,메드팩토,137001,자연과학 및 공학 연구개발업,"20,314,842","10,157,421,000",500,원(KRW),02-6938-0200,"서울특별시 서초구 명달로 92, 보림빌딩 ",1410
358,41920,메디아나,32701,의료용 기기 제조업,"8,650,496","4,325,248,000",500,원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,1410
359,14100,메디앙스,32004,기타 화학제품 제조업,"11,800,000","5,900,000,000",500,원(KRW),02-6283-6790,서울특별시 강남구 논현로64길 4 5층~6층,1410
360,86900,메디톡스,32101,기초 의약물질 및 생물학적 제제 제조업,"5,977,449","2,988,724,500",500,원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,1410
361,47920,메디포럼제약,137001,자연과학 및 공학 연구개발업,"14,042,872","7,021,436,000",500,원(KRW),031-557-0001,경기도 남양주시 경강로 27 ,1410
362,78160,메디포스트,32101,기초 의약물질 및 생물학적 제제 제조업,"15,617,842","7,808,921,000",500,원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,1410
363,65650,메디프론,74605,기계장비 및 관련 물품 도매업,"37,199,870","18,599,935,000",500,원(KRW),02-545-9277,"서울특별시 강서구 양천로 583 에이동 702호(염창동,우림블루나인비즈니스센터) ",1410
364,21880,메이슨캐피탈,116409,기타 금융업,"99,184,408","49,592,204,000",500,원(KRW),02-3440-1600,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,1410
365,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,705,952","4,352,976,000",500,원(KRW),02-560-8000,서울특별시 강남구  테헤란로87길 35 씨엔드에치빌딩 3층,1410
366,241770,메카로,32004,기타 화학제품 제조업,"10,102,240","5,301,120,000",500,원(KRW),031-646-4400,경기도 평택시 산단로121번길 89 (주)메카로 ,1410
367,59210,메타바이오메드,32103,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500",500,원(KRW),043-218-1981,충청북도 청주시 흥덕구  오송읍 오송생명1로 270 ,1410
368,327260,메탈라이프,32602,전자부품 제조업,"3,596,588","1,798,294,000",500,원(KRW),031-499-2817,"경기도 안산시 단원구 강촌로 213, 215(목내동) .",1410
369,58110,멕아이씨에스,32701,의료용 기기 제조업,"6,164,740","3,082,370,000",500,원(KRW),070-7119-2500,경기도 파주시 상지석길 21 ,1410
370,96640,멜파스,32602,전자부품 제조업,"22,674,524","11,337,262,000",500,원(KRW),031-707-2280,경기도 성남시 분당구 판교역로 225-14 ,1410
371,257370,명성티엔에스,32902,특수 목적용 기계 제조업,"6,370,000","3,185,000,000",500,원(KRW),053-582-3577,대구광역시 달서구 성서공단로25길 16 &nbsp,1410
372,149940,모다,32604,통신 및 방송 장비 제조업,"21,160,409","10,580,204,500",500,원(KRW),02-523-7677,서울특별시 강남구 삼성로 570 석천빌딩 6층 ,1410
373,80420,모다이노칩,74704,"섬유, 의복, 신발 및 가죽제품 소매업","79,721,622","39,860,811,000",500,원(KRW),031-315-7250,경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주) ,1410
374,80160,모두투어,147502,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000",500,원(KRW),02-728-8000,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,1410
375,100030,모바일리더,105802,소프트웨어 개발 및 공급업,"3,283,714","1,641,857,000",500,원(KRW),02-2051-4151,서울특별시 강남구 테헤란로 131 16층 ,1410
376,87260,모바일어플라이언스,105802,소프트웨어 개발 및 공급업,"30,000,000","15,000,000,000",500,원(KRW),031-421-8071,경기도 안양시 동안구 시민대로 401 ,1410
377,101330,모베이스,32604,통신 및 방송 장비 제조업,"23,958,188","11,979,094,000",500,원(KRW),032-529-4200,경기도 화성시 동탄첨단산업1로 73 (영천동) ,1410
378,12860,모베이스전자,33003,자동차 신품 부품 제조업,"52,000,000","26,000,000,000",500,원(KRW),031-5174-3000,경기도 수원시 권선구 산업로156번길 100 (고색동) ,1410
379,250060,모비스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400",100,원(KRW),02-3771-3423,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,1410
380,33200,모아텍,32602,전자부품 제조업,"14,331,185","7,665,592,500",500,원(KRW),032-810-9000,인천광역시 남동구  인주대로 698 (주)모아텍 ,1410
381,118990,모트렉스,33003,자동차 신품 부품 제조업,"36,935,757","3,693,575,700",100,원(KRW),070-4862-6100,경기도 성남시 분당구 황새울로258번길 25 서영빌딩 12층 ,1410
382,6920,모헨즈,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,920,000","5,460,000,000",500,원(KRW),02  -571 -3011,충남 충남시 풍세면 남관리 195 ,1410
383,1810,무림SP,31701,"펄프, 종이 및 판지 제조업","22,137,500","11,068,750,000",500,원(KRW),02  -3485-1603,서울특별시 강남구  강남대로 656 (신사동) ,1410
384,279600,미디어젠,105802,소프트웨어 개발 및 공급업,"4,638,281","2,319,140,500",500,원(KRW),02-6429-7171,"경기도 성남시 분당구 성남대로925번길 41, 4층 &nbsp;",1410
385,28040,미래SCI,74601,상품 중개업,"44,979,502","22,489,751,000",500,원(KRW),043-710-0112,충북 청원군 옥산면 남촌리 1108-3 ,1410
386,95500,미래나노텍,32202,플라스틱제품 제조업,"24,202,912","12,101,456,000",500,원(KRW),043-710-1100,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),1410
387,218150,미래생명자원,31008,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800",100,원(KRW),02-2203-7397,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",1410
388,328380,미래에셋대우스팩3호,116601,금융 지원 서비스업,"6,482,000","648,200,000",100,원(KRW),02-3774-8388,"서울특별시 중구 을지로5길 26(수하동, 미래에셋 센터원빌딩 이스트타워) &nbsp;",1410
389,333430,미래에셋대우스팩4호,116601,금융 지원 서비스업,"4,390,000","439,000,000",100,원(KRW),02-3774-3762,"서울특별시 중구 을지로5길 26(수하동, 미래에셋센터원 이스트타워) ",1410
390,100790,미래에셋벤처투자,116409,기타 금융업,"46,000,823","46,500,823,000","1,000",원(KRW),070-4800-2104,경기도 성남시 분당구 판교역로241번길 20 ,1410
391,49950,미래컴퍼니,32902,특수 목적용 기계 제조업,"8,362,306","4,181,153,000",500,원(KRW),(031)350-9801,경기도 화성시  양감면 정문송산로 69-12 ,1410
392,213090,미래테크놀로지,105802,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000",500,원(KRW),070-8890-1537,서울특별시 구로구 디지털로26길 123 지플러스코오롱디지털타워 907호,1410
393,207760,미스터블루,106309,기타 정보 서비스업,"24,515,004","2,451,500,400",100,원(KRW),02-337-0610,"서울특별시 마포구 월드컵북로6길 18 (동교동, 미스터블루빌딩)",1410
394,59090,미코,32601,반도체 제조업,"31,316,603","15,658,301,500",500,원(KRW),031-610-7967,경기도 안성시 대덕면 모산로 53 - ,1410
395,201490,미투온,105802,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000",500,원(KRW),02-515-2864,서울특별시 강남구 학동로 343 더피나클강남 6층 ,1410
396,214180,민앤지,106309,기타 정보 서비스업,"12,362,476","6,341,238,000",500,원(KRW),02-929-4463,서울특별시 강남구 테헤란로34길 6 태광타워 13층 ,1410
397,206640,바디텍메드,32103,의료용품 및 기타 의약 관련제품 제조업,"23,477,551","23,477,551,000","1,000",원(KRW),02-2004-4938,강원도 춘천시 동내면 거두단지1길 43 -,1410
398,18700,바른손,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","29,471,487","29,471,487,000","1,000",원(KRW),02  -596-4411,"경기도 수원시 영통구 대학3로 1 5층 (이의동, 광교K타워)",1410
399,35620,바른손이앤에이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","73,473,503","36,736,751,500",500,원(KRW),070-7609-1404,서울특별시 용산구 한남대로 130 볼보빌딩 3층 ,1410
400,64520,바른전자,32601,반도체 제조업,"73,686,477","36,843,238,500",500,원(KRW),031-8020-6000,경기도 화성시  동탄면 경기동로 548 ,1410
401,29480,바른테크놀로지,32604,통신 및 방송 장비 제조업,"61,935,285","6,193,528,500",100,원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워) ",1410
402,53030,바이넥스,32102,의약품 제조업,"31,741,048","15,870,524,000",500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,1410
403,64550,바이오니아,32103,의료용품 및 기타 의약 관련제품 제조업,"22,737,191","11,368,595,500",500,원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,1410
404,208710,바이오로그디바이스,32602,전자부품 제조업,"28,870,357","2,887,035,700",100,원(KRW),031-831-3696,경기도 화성시 동탄면 동탄기흥로 64-10 3층,1410
405,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"19,185,525","9,592,762,500",500,원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",1410
406,65940,바이오빌,32001,기초 화학물질 제조업,"43,987,186","21,993,593,000",500,원(KRW),(055)385-1500,경상남도 양산시 두전길 94 ,1410
407,86820,바이오솔루션,32101,기초 의약물질 및 생물학적 제제 제조업,"8,091,426","4,045,713,000",500,원(KRW),02-3446-8884,"서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)",1410
408,38460,바이오스마트,32602,전자부품 제조업,"20,014,594","10,007,297,000",500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,1410
409,86040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,587,623","7,293,811,500",500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,1410
410,32980,바이온,74603,음·식료품 및 담배 도매업,"59,193,228","29,596,614,000",500,원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144 ,1410
411,43150,바텍,32701,의료용 기기 제조업,"14,854,256","7,427,128,000",500,원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,1410
412,267790,배럴,31401,봉제의복 제조업,"7,818,100","3,909,050,000",500,원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",1410
413,46310,백금T&A,32604,통신 및 방송 장비 제조업,"15,832,626","7,916,313,000",500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",1410
414,36620,버추얼텍,74607,기타 전문 도매업,"60,559,477","30,279,738,500",500,원(KRW),02  -333 -3012,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) ",1410
415,66410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","31,632,080","15,816,040,000",500,원(KRW),(02)3452-5079,서울특별시 강남구 언주로135길 21 - ,1410
416,19010,베뉴지,74701,종합 소매업,"48,200,000","24,100,000,000",500,원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,1410
417,177350,베셀,32902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000",500,원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,1410
418,299910,베스파,105802,소프트웨어 개발 및 공급업,"8,071,688","4,035,844,000",500,원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",1410
419,225530,보광산업,32309,기타 비금속 광물제품 제조업,"36,110,833","18,055,416,500",500,원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,1410
420,250000,보라티알,74603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500",500,원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",1410
421,6910,보성파워텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","46,073,059","23,036,529,500",500,원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,1410
422,226340,본느,32004,기타 화학제품 제조업,"30,699,596","3,069,959,600",100,원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,1410
423,14470,부방,116409,기타 금융업,"60,052,260","30,026,130,000",500,원(KRW),02-2008-7272,서울특별시 강남구  삼성로 528 부방빌딩 ,1410
424,8470,부스타,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000",500,원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,1410
425,100120,뷰웍스,32701,의료용 기기 제조업,"10,001,865","5,000,932,500",500,원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,1410
426,66980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500",500,원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 ,1410
427,64480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",500,원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",1410
428,288330,브릿지바이오,32101,기초 의약물질 및 생물학적 제제 제조업,"6,357,058","3,178,529,000",500,원(KRW),031-8092-3280,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워) ",1410
429,251630,브이원텍,32902,특수 목적용 기계 제조업,"15,050,580","7,525,290,000",500,원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",1410
430,18290,브이티지엠피,32603,컴퓨터 및 주변장치 제조업,"34,002,081","17,001,040,500",500,원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P ,1410
431,263920,블러썸엠앤씨,33309,그외 기타 제품 제조업,"13,723,172","6,861,586,000",500,원(KRW),032-722-3456,인천광역시 서구 원적로7번길 29 (주)에스엔피월드 ,1410
